"EnvelopeId","Recipient Name","Recipient Email","Recipient Signed","Field","Value"
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","eeSOH4gi",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","eeSOH6gi",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","eeSOH7gi",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","spSOH1gi",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","spSOH2gi",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","spSOH3gi",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","spSOH5gi",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","spSOH4gi",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","spSOH6gi",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","spSOH7gi",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","c1SOH1gi",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","c1SOH2gi",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","c1SOH3gi",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","c1SOH5gi",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","c1SOH4gi",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","c1SOH6gi",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","c1SOH7gi",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","c2SOH1gi",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","c2SOH2gi",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","c2SOH3gi",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","c2SOH5gi",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","c2SOH4gi",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","c2SOH6gi",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","c2SOH7gi",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","extra_children_notice",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","spouse_owner_notice",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","spAddress",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","spCity",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","spState",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","spZip",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","spEmail",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","sp_address_same_as_employee",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","sp_email_same_as_employee",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","spouse_disability_six_months_gi",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Jack Doe","Jack.Doe_62A91D7B@5StarEnroll.com","8/7/2015 12:58:30 PM","spouse_hospital_six_months_gi",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Alfred Agent","5staragent@thumbprintcpm.com","8/7/2015 12:58:57 PM","existingInsAgent","no"
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Alfred Agent","5staragent@thumbprintcpm.com","8/7/2015 12:58:57 PM","replaceAgent","yes"
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Alfred Agent","5staragent@thumbprintcpm.com","8/7/2015 12:58:57 PM","DateSigned","8/7/2015 "
"ffc37797-5b65-42b2-be02-0f780a0ff83e","Archive","docusign.transaction.archive@5starenroll.com","","",""
"ffc37797-5b65-42b2-be02-0f780a0ff83e","New Business Team","newbusiness@5starenroll.com","","",""
